as_of_date,factor_raw,factor_pctl_5Y,factor_pctl_10Y
2022-12-30,29.716816307514428,96.66666666666667,98.33333333333333
2023-01-31,29.462665396612486,95.0,97.5
2023-02-28,29.272226504496356,93.33333333333333,96.66666666666667
2023-03-28,29.632001991455333,95.0,97.5
2023-04-30,29.873997386129545,98.33333333333333,99.16666666666667
2023-05-30,29.0497773447789,86.66666666666667,93.33333333333333
2023-06-30,29.886802559986837,98.33333333333333,99.16666666666667
2023-07-30,28.977264482782754,83.33333333333334,91.66666666666666
2023-08-31,29.502782645930065,90.0,95.0
2023-09-30,29.244983784797057,85.0,92.5
2023-10-30,28.552845710203854,78.33333333333333,89.16666666666667
2023-11-30,29.186162674030697,83.33333333333334,91.66666666666666
2023-12-30,29.388179450557473,86.66666666666667,93.33333333333333
2024-01-31,29.633333825586494,91.66666666666666,95.83333333333334
2024-02-29,29.084813958097516,76.66666666666667,88.33333333333333
2024-03-29,28.79484201100916,71.66666666666667,85.83333333333333
2024-04-30,29.092722970187033,76.66666666666667,88.33333333333333
2024-05-30,30.163723697398346,100.0,100.0
2024-06-30,29.701282877899427,90.0,95.0
2024-07-30,29.456263533765053,81.66666666666667,90.83333333333333
2024-08-31,30.10502895867313,98.33333333333333,99.16666666666667
2024-09-30,30.208964662265082,100.0,100.0
2024-10-30,30.43335724529713,100.0,100.0
2024-11-30,30.420968261376725,98.33333333333333,99.16666666666667
2024-12-30,30.20898539632076,96.66666666666667,98.33333333333333
2025-01-31,31.509435473749704,100.0,100.0
2025-02-28,30.593037127264516,98.33333333333333,99.16666666666667
2025-03-28,30.33766574907053,93.33333333333333,96.66666666666667
2025-04-30,31.56304821001555,100.0,100.0
2025-05-30,31.312743796229263,96.66666666666667,98.33333333333333
2025-06-30,30.82541332640577,95.0,97.5
2025-07-30,31.41118184880904,96.66666666666667,98.33333333333333
2025-08-31,31.15519488995166,93.33333333333333,96.66666666666667
2025-09-30,30.787239479085,90.0,95.0
2025-10-30,31.450428429923704,96.66666666666667,98.33333333333333
2025-11-30,31.004394271848884,90.0,95.0
2025-12-30,35.47695091499256,100.0,100.0
2026-01-31,35.95740198061522,100.0,100.0
